action,upstream_demand,downstream_demand,upstream_l,upstream_inflow,upstream_n_onramp1,upstream_n_onramp2,upstream_n_queued,upstream_k,upstream_v,upstream_q,downstream_l,downstream_inflow,downstream_n_onramp1,downstream_n_onramp2,downstream_n_queued,downstream_k,downstream_v,downstream_q,reward,total_reward
0,2064.8880819554465,7935.111918044553,4,1,0,0,0,1.0,98.1638579154579,360.0,4,8,0,1,0,27.5,79.51298410753911,7380.0,-0.1983259926762163,-7.189887593181572
0,2595.4547153225817,7404.545284677419,4,1,0,0,0,1.0,99.62200298527205,540.0,4,9,0,0,0,28.0,82.73284121936214,9900.0,-0.16684773892158206,-7.356735332103154
0,3163.955091119299,6836.044908880701,4,3,0,0,0,2.5,99.25345958866137,720.0,4,7,0,1,0,25.0,84.40332887813656,8640.0,-0.14246659239088458,-7.499201924494039
0,3761.420633472231,6238.579366527769,4,3,1,0,0,3.5,98.69189939010793,1260.0,4,4,0,0,0,19.5,86.2004440163762,7200.0,-0.11898682339795073,-7.618188747891989
0,4378.42581642493,5621.57418357507,4,6,1,0,0,6.5,94.85036879341902,2160.0,4,3,2,0,0,14.5,89.14983258433257,6660.0,-0.09085715731902581,-7.709045905211015
0,5005.2368596086135,4994.7631403913865,4,7,1,1,0,8.5,92.65972447402478,3420.0,4,9,0,1,0,15.0,88.34966355112154,5760.0,-0.10091378242721959,-7.8099596876382344
0,5631.965286887824,4368.034713112176,4,7,1,0,0,11.0,90.94124923626663,4500.0,4,7,0,0,0,15.5,87.4553989265267,5760.0,-0.11097644341128443,-7.920936131049519
0,6248.723925463116,3751.276074536884,4,9,2,2,0,12.5,90.99307452249026,4140.0,4,6,0,2,0,13.5,88.80623580998633,5760.0,-0.10142399424386796,-8.022360125293387
0,6845.7828844124815,3154.2171155875185,4,13,2,1,0,17.0,86.39700873387643,6120.0,4,8,0,0,0,15.0,89.59321005979432,5220.0,-0.12104771894599566,-8.143407844239382
0,7413.723051977707,2586.2769480222933,4,11,1,0,0,20.5,84.56713816273191,7020.0,4,1,0,0,0,14.0,91.33025914710083,4860.0,-0.1268840694506042,-8.270291913689986
0,7943.584690045675,2056.4153099543246,4,9,1,0,0,21.0,86.23517648421705,7020.0,4,3,0,0,0,10.5,92.10009893590599,4680.0,-0.11809849365219961,-8.388390407342186
0,8427.008781620587,1572.991218379413,4,8,0,0,0,23.0,87.57292258226181,7380.0,4,1,0,0,0,8.5,93.14765180384609,3420.0,-0.10922785405564639,-8.497618261397832
0,8856.368901410762,1143.6310985892378,4,9,1,1,0,21.0,84.73901420983823,8820.0,4,1,0,0,0,6.0,93.25169644954964,2700.0,-0.1336927862578146,-8.631311047655647
0,9224.891529159608,775.1084708403923,4,7,0,1,0,21.5,78.88841702676032,6840.0,4,2,0,0,0,3.5,94.26627110417259,2340.0,-0.1895868340240196,-8.820897881679667
0,9526.762907675866,473.2370923241342,4,10,1,2,0,18.5,74.87584880903796,7200.0,4,0,0,0,0,3.5,96.04046873467746,1260.0,-0.2175705256642847,-9.03846840734395
0,9757.220759787018,242.77924021298168,4,10,3,1,0,19.5,77.88028899166594,6120.0,4,1,0,0,0,2.0,97.3966754314716,900.0,-0.20304233199980046,-9.24151073934375
0,9912.62941730309,87.37058269691079,4,5,1,0,0,20.0,82.09323524092676,7020.0,4,0,0,0,0,1.5,97.12874584290046,540.0,-0.16857775647307632,-9.410088495816828
0,9990.537176767672,9.462823232328446,4,11,0,1,1,21.5,80.20773355008147,7740.0,4,0,0,0,0,0.5,96.93306389674572,540.0,-0.19412145305676162,-9.604209948873589
0,9989.71497716052,10.285022839480007,4,13,1,0,0,27.0,78.88589173580789,8100.0,4,0,0,0,0,0.5,96.44758479052405,180.0,-0.20794804754106352,-9.812157996414651
0,9910.175789378181,89.82421062181857,4,12,0,2,0,29.0,78.06517759532316,9540.0,4,0,0,0,0,0.0,100.0,180.0,-0.21934822404676838,-10.03150622046142
0,9753.174411607084,246.82558839291596,4,10,0,0,0,28.5,78.879868732332,8820.0,4,0,0,0,0,0.0,100.0,0.0,-0.21120131267668,-10.2427075331381
0,9521.187673817285,478.81232618271497,4,11,0,2,0,29.5,79.62624628233633,9720.0,4,0,0,0,0,0.0,100.0,0.0,-0.20373753717663676,-10.446445070314736
0,9217.875363667803,782.124636332197,4,10,0,0,0,30.5,79.96244914920855,10800.0,4,0,0,0,0,0.0,100.0,0.0,-0.20037550850791447,-10.64682057882265
0,8848.02249025048,1151.9775097495203,4,12,1,1,0,29.0,82.40904158142475,10440.0,4,0,0,0,0,0.0,100.0,0.0,-0.17590958418575256,-10.822730163008403
0,8417.463796510869,1582.5362034891314,4,9,1,0,0,27.0,84.46182463802607,9900.0,4,1,0,0,0,0.5,99.93935353082894,180.0,-0.1525676574574115,-10.975297820465814
0,7932.991711226771,2067.0082887732287,4,11,0,1,0,27.5,80.75377145518097,10440.0,4,1,0,0,0,1.0,99.91156248445213,360.0,-0.1857402535080952,-11.16103807397391
0,7402.249192679984,2597.750807320016,4,6,1,0,0,23.0,78.68797014875722,8640.0,4,1,0,0,0,1.5,99.57458246899715,540.0,-0.20033257668370952,-11.36137065065762
0,6833.609154503389,3166.3908454966113,4,5,0,0,0,22.0,82.90530199434643,7020.0,4,4,0,0,0,3.5,99.48720981002558,900.0,-0.14818749874089762,-11.509558149398517
0,6236.042375862942,3763.957624137058,4,10,1,1,0,19.5,85.86265831588516,7920.0,4,3,1,0,0,4.5,99.04422816512209,1620.0,-0.11665797337382927,-11.626216122772346
0,5618.9759798034165,4381.0240201965835,4,3,0,0,0,16.5,88.2209828177364,6480.0,4,2,0,0,0,5.0,94.41359580920458,1800.0,-0.10338874626108208,-11.729604869033428
0,4992.144712382323,5007.855287617677,4,7,1,0,0,13.5,90.36121145698564,6300.0,4,4,0,0,0,5.5,94.29220168552955,1980.0,-0.08500870318962185,-11.81461357222305
0,4365.437368789612,5634.562631210388,4,7,0,1,0,12.0,90.34607479404099,5580.0,4,5,0,0,0,7.0,94.54413663453094,2880.0,-0.08107270843673234,-11.895686280659783
0,3748.7407892116803,6251.259210788319,4,4,1,0,0,12.0,91.9980385791027,4140.0,4,7,0,1,0,8.0,94.81617190004367,3780.0,-0.06874708092520905,-11.964433361584993
0,3151.783885537203,6848.216114462797,4,4,0,0,0,11.5,91.13652171348058,5040.0,4,9,0,1,0,12.0,94.03819739324273,3780.0,-0.07381771556428106,-12.038251077149274
0,2583.9841595158077,7416.015840484192,4,3,0,0,0,10.5,91.98280527711637,3780.0,4,5,0,0,0,13.0,93.03739685398054,4680.0,-0.07433803637809845,-12.112589113527372
0,2054.2991336760897,7945.70086632391,4,2,1,0,0,8.0,91.85872212243659,3960.0,4,8,0,2,0,14.0,92.0568007913138,4860.0,-0.08015227815550631,-12.192741391682878
0,1571.0850388060621,8428.914961193937,4,0,0,0,0,6.5,93.63746000764709,2340.0,4,8,0,1,0,17.0,91.67870471142413,5400.0,-0.07779511908769521,-12.270536510770572
0,1141.9649873211724,8858.035012678827,4,4,0,0,0,5.5,96.62012818146856,2520.0,4,9,0,2,0,17.0,90.92154672546174,6660.0,-0.07685466696403254,-12.347391177734606
0,773.7087121967801,9226.29128780322,4,1,0,0,0,4.0,95.67420557962086,2160.0,4,7,0,1,0,16.0,89.29165217086825,7200.0,-0.0943183714738123,-12.441709549208419
0,472.12576868545295,9527.874231314547,4,0,0,0,0,3.0,96.85729846778953,900.0,4,7,0,1,0,17.0,89.83956680312838,6120.0,-0.09107773447172435,-12.532787283680143
0,241.97388365272576,9758.026116347275,4,0,0,0,0,2.5,97.8708994145143,1080.0,4,7,1,1,0,15.0,90.05439270182684,6300.0,-0.0882896348207494,-12.621076918500894
0,86.88389839826837,9913.116101601732,4,0,0,0,0,2.0,98.31639258563959,900.0,4,11,0,1,0,17.5,88.58300407984596,6300.0,-0.10418699663149553,-12.72526391513239
0,9.302489053126806,9990.697510946873,4,0,0,0,0,0.5,97.74363489186342,540.0,4,7,1,0,0,17.0,90.69833723996386,6660.0,-0.09100368541410432,-12.816267600546494
0,10.453568187457908,9989.546431812541,4,0,0,0,0,0.0,100.0,180.0,4,16,1,0,0,23.0,86.99723221418802,7740.0,-0.13002767785811983,-12.946295278404614
0,90.31897655107812,9909.681023448922,4,0,0,0,0,0.0,100.0,0.0,4,4,0,2,0,20.5,84.76476090800026,8100.0,-0.15235239091999744,-13.098647669324611
0,247.63876955105457,9752.361230448945,4,0,0,0,0,0.0,100.0,0.0,4,13,0,3,0,24.5,82.13045332880823,8460.0,-0.17869546671191772,-13.27734313603653
0,479.93109394686985,9520.06890605313,4,0,0,0,0,0.0,100.0,0.0,4,3,0,0,0,23.0,84.36558735037136,7740.0,-0.15634412649628643,-13.433687262532816
0,783.5313411914791,9216.46865880852,4,2,0,1,0,0.5,99.9970251668922,180.0,4,9,0,1,0,21.5,85.65041214212248,7560.0,-0.14023528470950936,-13.573922547242326
0,1153.6499597410022,8846.350040258998,4,1,0,0,0,1.5,95.60821077198223,360.0,4,11,2,1,0,20.5,83.54063543469937,8640.0,-0.1563657533775863,-13.730288300619913
0,1584.4480142949024,8415.551985705097,4,0,0,0,0,1.5,96.72912325714624,540.0,4,10,1,2,0,23.0,80.69586484196584,7200.0,-0.18322507091798626,-13.9135133715379
0,2069.1292999554253,7930.870700044575,4,1,0,0,0,1.5,98.84664358615863,360.0,4,8,1,2,0,21.0,73.4550955413374,7920.0,-0.24852134589007846,-14.162034717427977
0,2600.047558127284,7399.952441872716,4,2,0,0,0,2.5,98.54212446533981,900.0,4,7,0,0,0,23.0,77.3638344606786,7020.0,-0.2055986259768794,-14.367633343404856
0,3168.8271027358796,6831.17289726412,4,4,1,1,0,3.0,98.00131729628013,1620.0,4,11,1,2,0,25.0,82.70605002963042,7920.0,-0.15655171334657111,-14.524185056751428
0,3766.494953782901,6233.505046217098,4,3,0,0,0,4.5,92.63559673562375,1260.0,4,7,0,1,0,23.0,86.36224562398328,7920.0,-0.12611206012293735,-14.650297116874365
0,4383.622393720581,5616.377606279419,4,5,1,0,0,6.5,94.88565852339796,2160.0,4,7,1,0,0,20.0,88.41073583495753,8280.0,-0.10001075581085374,-14.750307872685218
