,average_travel_time,average_deviation_from_free_flow_speed_kmh,total_throughput
0,18.439917081260322,10.845960737014863,4020
1,18.276323002319163,10.247057461212895,1581
2,18.171226206285926,11.274426703039206,753
3,18.717810945273587,13.256611624167675,335
4,17.026530612244855,9.002177772454525,98
