step,action,upstream_demand,downstream_demand,upstream_flow,downstream_flow,upstream_speed,downstream_speed,upstream_density,downstream_density
58,0,3870.880093377399,11129.1199066226,9360.0,3600.0,0.8951501081773949,0.4831810958419192,0.12380952380952381,0.22142857142857142
59,2,3465.6509493348763,11534.349050665123,9360.0,5040.0,0.9099937260159495,0.4559884214047583,0.14285714285714285,0.1761904761904762
60,2,3076.364781100378,11923.635218899622,10800.0,5040.0,0.889679561894843,0.45061186740306874,0.13714285714285715,0.2
61,2,2704.5599731529364,12295.440026847064,8640.0,3600.0,0.8503882750336641,0.42239409259814975,0.16785714285714284,0.14642857142857144
62,0,2351.705826979353,12648.294173020648,5760.0,4320.0,0.8339893968027609,0.4148551682960985,0.12285714285714286,0.20476190476190476
63,2,2019.1967546757494,12980.80324532425,5760.0,5760.0,0.8165379510121693,0.40570855799532857,0.1392857142857143,0.16428571428571428
64,2,1708.3467684976558,13291.653231502343,10080.0,4320.0,0.7606235323683024,0.41806457783211376,0.12857142857142856,0.175
65,2,1420.3842881349206,13579.615711865079,4320.0,5040.0,0.7051676879272218,0.4332702086529171,0.11428571428571428,0.175
66,2,1156.4472862320542,13843.552713767946,6480.0,5760.0,0.6797778899240847,0.4542120674938067,0.1,0.18571428571428572
67,2,917.5787913379812,14082.42120866202,2880.0,5760.0,0.6989999661003207,0.4688403817997638,0.13333333333333333,0.16
68,0,704.7227660567185,14295.277233943281,4320.0,5760.0,0.7093351650545071,0.45773420982532115,0.08928571428571429,0.21785714285714286
69,2,518.7203766877254,14481.279623312275,5040.0,5760.0,0.7365716431443403,0.4450984643314759,0.11428571428571428,0.17714285714285713
70,2,360.30666909755735,14639.693330902443,1440.0,4320.0,0.7262965766154973,0.4627062787912964,0.10952380952380952,0.18571428571428572
71,2,230.10766395920257,14769.892336040797,4320.0,7200.0,0.7007060424646885,0.4870527755709575,0.14285714285714285,0.15
72,0,128.63788283811712,14871.362117161883,5040.0,7920.0,0.6460419079485549,0.5217004569828871,0.08095238095238096,0.17714285714285713
73,2,56.298314901415125,14943.701685098586,2160.0,9360.0,0.5805655114227259,0.5582153600923294,0.10714285714285714,0.14047619047619048
74,0,13.374832285365512,14986.625167714634,2160.0,7920.0,0.5127514329525177,0.5732104299837152,0.07142857142857142,0.1742857142857143
75,2,0.03706038339629236,14999.962939616604,2160.0,10080.0,0.44208140683950814,0.5947529018269297,0.09285714285714286,0.1523809523809524
76,2,16.337707518980782,14983.66229248102,2160.0,5760.0,0.3927335033181899,0.617839530821479,0.09285714285714286,0.16428571428571428
77,2,62.212356652424084,14937.787643347576,0.0,9360.0,0.38657814641235283,0.6419762557846772,0.08571428571428572,0.1738095238095238
78,2,137.47971994468395,14862.520280055316,1440.0,8640.0,0.3849162168741534,0.6579848764671091,0.07857142857142857,0.17142857142857143
79,2,241.842355172239,14758.157644827761,720.0,11520.0,0.3728346258615573,0.6734408490911548,0.14285714285714285,0.15306122448979592
80,0,374.8878411618559,14625.112158838145,0.0,13680.0,0.37404680616383934,0.6908285104864764,0.06428571428571428,0.1880952380952381
81,1,536.0904076001938,14463.909592399807,1440.0,12240.0,0.4063250616678824,0.7105514454452679,0.06428571428571428,0.19285714285714287
82,2,724.8130127775169,14275.186987222483,720.0,10800.0,0.4147867756671549,0.7152421385660765,0.11428571428571428,0.16938775510204082
83,0,940.3098610546762,14059.690138945323,720.0,13680.0,0.4589505229787939,0.7222701145670364,0.05714285714285714,0.20952380952380953
84,1,1181.729350104846,13818.270649895154,0.0,12960.0,0.5124684687316753,0.7346601537905044,0.05714285714285714,0.21428571428571427
85,1,1448.1174362830218,13551.882563716978,1440.0,14400.0,0.5687689070988066,0.7435053831847438,0.05714285714285714,0.2119047619047619
86,2,1738.4214048240392,13261.57859517596,2160.0,14400.0,0.611339005797156,0.7630517583271798,0.1,0.17346938775510204
87,0,2051.494029969954,12948.505970030046,1440.0,17280.0,0.6522122873749643,0.7604880852045741,0.03571428571428571,0.2
88,1,2386.0981085868407,12613.90189141316,1440.0,15120.0,0.7531315644534001,0.7780559719311761,0.05714285714285714,0.19285714285714287
89,2,2740.911349354924,12259.088650645077,1440.0,10080.0,0.755754761354658,0.781525156946664,0.1,0.16326530612244897
90,0,3114.531598210951,11885.468401789049,720.0,12240.0,0.7897770012912213,0.7669365518502178,0.04285714285714286,0.1880952380952381
91,1,3505.4823793928904,11494.51762060711,2880.0,14400.0,0.8492695623266048,0.7715222280416735,0.06428571428571428,0.18571428571428572
92,2,3912.2187301897243,11087.781269810275,5760.0,13680.0,0.8020332151857796,0.78567972279872,0.15714285714285714,0.15714285714285714
93,0,4333.133306338588,10666.866693661412,1440.0,12960.0,0.8196741575665308,0.7758083494340474,0.09285714285714286,0.18571428571428572
94,2,4766.562733941848,10233.437266058152,720.0,10800.0,0.8360340910838662,0.782829399376441,0.18571428571428572,0.15714285714285714
95,0,5210.79418280262,9789.20581719738,1440.0,12960.0,0.8520083269465997,0.7639934230377518,0.08571428571428572,0.18571428571428572
96,2,5664.07213520209,9335.92786479791,2160.0,10080.0,0.8688491490071367,0.7586187997019792,0.15714285714285714,0.16326530612244897
97,0,6124.605323369743,8875.394676630258,6480.0,18720.0,0.8566590838225207,0.7626322944701578,0.1,0.15918367346938775
98,0,6590.573808231019,8409.42619176898,5760.0,12240.0,0.8808564993874044,0.7423204283253507,0.05714285714285714,0.2
99,2,7060.136171458413,7939.863828541587,1440.0,13680.0,0.8693875123302728,0.7486753832465151,0.11428571428571428,0.16326530612244897
