step,action,upstream_demand,downstream_demand,upstream_flow,downstream_flow,upstream_speed,downstream_speed,upstream_density,downstream_density
50,2,7484.2815692773665,7515.7184307226335,11520.0,1440.0,0.8275664609090218,0.9181935984334636,0.18285714285714286,0.05714285714285714
51,2,7013.0710177575575,7986.9289822424425,11520.0,4320.0,0.8053477422439361,0.9059369713807405,0.1742857142857143,0.06666666666666667
52,2,6543.784716441836,8456.215283558164,7920.0,3600.0,0.7841093812922317,0.915808579538772,0.21428571428571427,0.060714285714285714
53,2,6078.277195033751,8921.722804966248,10080.0,3600.0,0.7644879037796699,0.9125183971623203,0.20714285714285716,0.05714285714285714
54,2,5618.388050221399,9381.611949778602,10080.0,1440.0,0.7689291517544031,0.9123431235655926,0.20714285714285716,0.06428571428571428
55,2,5165.9346759431955,9834.065324056804,12960.0,5760.0,0.7866743762615326,0.8937443228553589,0.21428571428571427,0.06785714285714285
56,2,4722.705081394626,10277.294918605374,7200.0,3600.0,0.801000858895009,0.8931761351598532,0.20357142857142857,0.06785714285714285
57,2,4290.450825157885,10709.549174842115,7200.0,5760.0,0.7930221359043318,0.894498727504836,0.2571428571428571,0.06571428571428571
58,2,3870.880093377399,11129.1199066226,9360.0,3600.0,0.7435487264754548,0.895963771127391,0.24285714285714285,0.06857142857142857
59,2,3465.6509493348763,11534.349050665123,8640.0,5040.0,0.6918074510896354,0.8976650837546866,0.22857142857142856,0.08
60,2,3076.364781100378,11923.635218899622,8640.0,6480.0,0.6495036246847813,0.9072214586652249,0.22857142857142856,0.08571428571428572
61,2,2704.5599731529364,12295.440026847064,4320.0,5040.0,0.6346673695790532,0.9185286682303897,0.32857142857142857,0.0761904761904762
62,2,2351.705826979353,12648.294173020648,5040.0,9360.0,0.5512800448458883,0.9090008098327164,0.32857142857142857,0.09047619047619047
63,2,2019.1967546757494,12980.80324532425,5040.0,10800.0,0.45209913110818994,0.8979482813434401,0.32142857142857145,0.09761904761904762
64,2,1708.3467684976558,13291.653231502343,4320.0,5040.0,0.36850330992054303,0.8948108676523048,0.30714285714285716,0.1
65,2,1420.3842881349206,13579.615711865079,2880.0,7200.0,0.2919633391354306,0.8997131644963384,0.3,0.10476190476190476
66,2,1156.4472862320542,13843.552713767946,2160.0,9360.0,0.250094207651049,0.8966372004570949,0.3,0.10952380952380952
67,2,917.5787913379812,14082.42120866202,1440.0,10080.0,0.21005789738906372,0.9067718844922876,0.3,0.11666666666666667
68,2,704.7227660567185,14295.277233943281,2160.0,10800.0,0.17524907865865466,0.9074153286893528,0.6,0.10408163265306122
69,1,518.7203766877254,14481.279623312275,2880.0,7920.0,0.14999319833234678,0.911488041347037,0.5857142857142857,0.10612244897959183
70,1,360.30666909755735,14639.693330902443,2160.0,9360.0,0.1387273182338879,0.9107198721577839,0.5714285714285714,0.10612244897959183
71,1,230.10766395920257,14769.892336040797,2160.0,13680.0,0.11793663566451365,0.9118335844559919,0.5571428571428572,0.11224489795918367
72,1,128.63788283811712,14871.362117161883,1440.0,8640.0,0.12125468938484561,0.9187409256858292,0.5571428571428572,0.11224489795918367
73,1,56.298314901415125,14943.701685098586,1440.0,10080.0,0.13171287131396814,0.9266927976868788,0.5714285714285714,0.11632653061224489
74,1,13.374832285365512,14986.625167714634,2160.0,8640.0,0.12114848779215853,0.9335815367034964,0.5571428571428572,0.11428571428571428
75,1,0.03706038339629236,14999.962939616604,1440.0,12960.0,0.1107803005526386,0.9252028679418473,0.5428571428571428,0.12653061224489795
76,1,16.337707518980782,14983.66229248102,1440.0,12240.0,0.11559141422138434,0.9188820384744061,0.5428571428571428,0.1346938775510204
77,1,62.212356652424084,14937.787643347576,720.0,13680.0,0.10589259182558841,0.9110568258707077,0.5285714285714286,0.13877551020408163
78,1,137.47971994468395,14862.520280055316,720.0,13680.0,0.09789373903329242,0.9121412497972696,0.5142857142857142,0.14285714285714285
79,1,241.842355172239,14758.157644827761,720.0,10800.0,0.09780149061757305,0.9150954918717474,0.5142857142857142,0.14489795918367346
80,1,374.8878411618559,14625.112158838145,720.0,14400.0,0.09000351683482397,0.9178999069100024,0.5,0.1489795918367347
81,1,536.0904076001938,14463.909592399807,720.0,17280.0,0.09749882738036812,0.9177092273363833,0.5,0.14489795918367346
82,1,724.8130127775169,14275.186987222483,1440.0,12960.0,0.09755767009698388,0.9177258636110078,0.4857142857142857,0.1489795918367347
83,1,940.3098610546762,14059.690138945323,720.0,12240.0,0.1090542648638483,0.9206251937647206,0.4857142857142857,0.1510204081632653
84,1,1181.729350104846,13818.270649895154,720.0,12960.0,0.10665779953777134,0.9233386292105047,0.4714285714285714,0.1469387755102041
85,1,1448.1174362830218,13551.882563716978,1440.0,17280.0,0.1043279701569755,0.9208394254947926,0.45714285714285713,0.14489795918367346
86,1,1738.4214048240392,13261.57859517596,0.0,12960.0,0.11864489456642235,0.910849678686294,0.45714285714285713,0.1510204081632653
87,1,2051.494029969954,12948.505970030046,1440.0,17280.0,0.1139045766570503,0.9041367018202606,0.44285714285714284,0.15510204081632653
88,1,2386.0981085868407,12613.90189141316,720.0,10800.0,0.12837250678088988,0.9048283428786089,0.44285714285714284,0.15306122448979592
89,0,2740.911349354924,12259.088650645077,720.0,12240.0,0.15469508397025733,0.8834727200868098,0.22142857142857142,0.17857142857142858
90,2,3114.531598210951,11885.468401789049,2160.0,16560.0,0.16170525968911517,0.8672268323754264,0.44285714285714284,0.1489795918367347
91,0,3505.4823793928904,11494.51762060711,720.0,10800.0,0.15333238577805633,0.8579564814895251,0.21428571428571427,0.16666666666666666
92,1,3912.2187301897243,11087.781269810275,2880.0,14400.0,0.18209639213123963,0.8547181443093017,0.22142857142857142,0.16904761904761906
93,1,4333.133306338588,10666.866693661412,720.0,7920.0,0.21596611013883837,0.8548885890804734,0.22857142857142856,0.16666666666666666
94,1,4766.562733941848,10233.437266058152,2880.0,11520.0,0.22996293467759835,0.8531125162689928,0.22857142857142856,0.16428571428571428
95,0,5210.79418280262,9789.20581719738,720.0,11520.0,0.2392592652552036,0.8343791485685034,0.1523809523809524,0.19428571428571428
96,1,5664.07213520209,9335.92786479791,2160.0,12960.0,0.23828560036782304,0.8342748279952026,0.14761904761904762,0.18571428571428572
97,1,6124.605323369743,8875.394676630258,2880.0,10080.0,0.28944121662570516,0.8420318019122298,0.1523809523809524,0.18
98,1,6590.573808231019,8409.42619176898,2880.0,10080.0,0.3065944443996862,0.852966802554737,0.1523809523809524,0.1657142857142857
99,0,7060.136171458413,7939.863828541587,2880.0,10080.0,0.37604716980772923,0.8466150956913762,0.12857142857142856,0.19285714285714287
