step,action,upstream_demand,downstream_demand,upstream_flow,downstream_flow,upstream_speed,downstream_speed,upstream_density,downstream_density
43,1,10681.108180739646,4318.891819260354,13680.0,1440.0,0.8558926905160615,0.9409673011680182,0.2392857142857143,0.02857142857142857
44,1,10248.068575439953,4751.931424560047,13680.0,720.0,0.8604580178636435,0.9318666360171103,0.23214285714285715,0.03214285714285714
45,1,9804.169128746566,5195.830871253434,11520.0,4320.0,0.8698131392691686,0.9462782387454004,0.23214285714285715,0.03214285714285714
46,1,9351.164046369242,5648.835953630758,11520.0,2160.0,0.8762822450921876,0.9561331786759807,0.225,0.04285714285714286
47,1,8890.843517748344,6109.156482251656,10080.0,4320.0,0.8855195669504754,0.9379840163727793,0.21428571428571427,0.05
48,1,8425.026641568587,6574.973358431413,14400.0,5040.0,0.8874122669456597,0.925233871903508,0.21071428571428572,0.06428571428571428
49,1,7955.554237028968,7044.445762971032,15840.0,3600.0,0.8777173108515668,0.9150619271105874,0.21071428571428572,0.075
50,1,7484.2815692773665,7515.7184307226335,9360.0,3600.0,0.8792677874336745,0.8804309808768619,0.21785714285714286,0.08571428571428572
51,1,7013.0710177575575,7986.9289822424425,11520.0,7200.0,0.8789352727818514,0.8660595520516818,0.225,0.09285714285714286
52,1,6543.784716441836,8456.215283558164,8640.0,4320.0,0.8768161085113122,0.8428474502275414,0.225,0.1
53,1,6078.277195033751,8921.722804966248,10080.0,3600.0,0.8862392437640468,0.8349172256875118,0.21785714285714286,0.11071428571428571
54,1,5618.388050221399,9381.611949778602,12960.0,6480.0,0.8899401752178817,0.8395264250295531,0.21428571428571427,0.11428571428571428
55,1,5165.9346759431955,9834.065324056804,10080.0,7200.0,0.8956369742634486,0.8404902766189473,0.2,0.12142857142857143
56,1,4722.705081394626,10277.294918605374,10080.0,5760.0,0.9052106326262783,0.8627422932697015,0.18928571428571428,0.125
57,1,4290.450825157885,10709.549174842115,7920.0,4320.0,0.9127571847515703,0.8743829275888367,0.18214285714285713,0.125
58,1,3870.880093377399,11129.1199066226,11520.0,7200.0,0.9161498019778692,0.8755146420584277,0.17142857142857143,0.125
59,1,3465.6509493348763,11534.349050665123,10800.0,5760.0,0.9043514513618202,0.8754670784344338,0.16428571428571428,0.1357142857142857
60,1,3076.364781100378,11923.635218899622,6480.0,10800.0,0.9058899667322677,0.8683394000080403,0.15714285714285714,0.15357142857142858
61,1,2704.5599731529364,12295.440026847064,7200.0,8640.0,0.9075013621937525,0.8767805272757188,0.15357142857142858,0.16428571428571428
62,1,2351.705826979353,12648.294173020648,11520.0,7200.0,0.8920249862346219,0.8820826320053573,0.1392857142857143,0.17142857142857143
63,1,2019.1967546757494,12980.80324532425,3600.0,8640.0,0.8802972415873969,0.8879442628331286,0.12857142857142856,0.18928571428571428
64,1,1708.3467684976558,13291.653231502343,7200.0,11520.0,0.8620010348922463,0.8898965313757153,0.125,0.2
65,1,1420.3842881349206,13579.615711865079,4320.0,10800.0,0.8652578185660605,0.8750279527163124,0.12142857142857143,0.21785714285714286
66,1,1156.4472862320542,13843.552713767946,5760.0,12960.0,0.8752102961413064,0.8504386079989539,0.11428571428571428,0.21428571428571427
67,1,917.5787913379812,14082.42120866202,6480.0,10080.0,0.8826184841977057,0.8412536693560981,0.10357142857142858,0.225
68,1,704.7227660567185,14295.277233943281,5760.0,10800.0,0.8813962426377215,0.8427378834187489,0.08928571428571429,0.2357142857142857
69,1,518.7203766877254,14481.279623312275,4320.0,12960.0,0.8850892143139079,0.8378204231888828,0.075,0.2357142857142857
70,1,360.30666909755735,14639.693330902443,2880.0,12240.0,0.8989555948945411,0.8348252291827036,0.06785714285714285,0.24285714285714285
71,1,230.10766395920257,14769.892336040797,3600.0,16560.0,0.9068930328900984,0.8388764629164581,0.05714285714285714,0.25
72,1,128.63788283811712,14871.362117161883,4320.0,11520.0,0.9210712933379412,0.8337945402431411,0.04642857142857143,0.25357142857142856
73,1,56.298314901415125,14943.701685098586,2880.0,11520.0,0.9288552776098602,0.827930718352473,0.04642857142857143,0.26071428571428573
74,1,13.374832285365512,14986.625167714634,2880.0,11520.0,0.934079949944635,0.8164902079564358,0.039285714285714285,0.2714285714285714
75,1,0.03706038339629236,14999.962939616604,720.0,12240.0,0.9425309115472251,0.7569862155935883,0.03571428571428571,0.2892857142857143
76,1,16.337707518980782,14983.66229248102,1440.0,14400.0,0.9505900758572742,0.697371810164753,0.03571428571428571,0.2892857142857143
77,1,62.212356652424084,14937.787643347576,3600.0,12240.0,0.9631606926321922,0.6557748502819176,0.02857142857142857,0.30714285714285716
78,1,137.47971994468395,14862.520280055316,1440.0,13680.0,0.9675714983901564,0.6110272719319527,0.02142857142857143,0.31785714285714284
79,1,241.842355172239,14758.157644827761,720.0,12960.0,0.974303256273765,0.5587799047213496,0.014285714285714285,0.3357142857142857
80,1,374.8878411618559,14625.112158838145,720.0,10800.0,0.9823731746156564,0.5051488731579622,0.010714285714285714,0.34285714285714286
81,1,536.0904076001938,14463.909592399807,720.0,12960.0,0.9845519560501416,0.4914533283805671,0.007142857142857143,0.34285714285714286
82,1,724.8130127775169,14275.186987222483,2160.0,9360.0,0.9910607295484785,0.4691447528020409,0.010714285714285714,0.32857142857142857
83,1,940.3098610546762,14059.690138945323,0.0,6480.0,0.9909472496378267,0.4640516720211837,0.010714285714285714,0.325
84,1,1181.729350104846,13818.270649895154,0.0,10080.0,0.9927884746261744,0.45720017242902544,0.014285714285714285,0.32857142857142857
85,1,1448.1174362830218,13551.882563716978,720.0,7920.0,0.991898811706444,0.44806084910726524,0.014285714285714285,0.325
86,1,1738.4214048240392,13261.57859517596,1440.0,11520.0,0.9891235363543358,0.4469185431957809,0.010714285714285714,0.325
87,1,2051.494029969954,12948.505970030046,720.0,10800.0,0.9882344256888537,0.45160385130332337,0.010714285714285714,0.33214285714285713
88,1,2386.0981085868407,12613.90189141316,0.0,9360.0,0.98733994733538,0.4480590971346208,0.010714285714285714,0.3357142857142857
89,1,2740.911349354924,12259.088650645077,720.0,10800.0,0.9864484567394872,0.452874622505551,0.010714285714285714,0.33214285714285713
90,1,3114.531598210951,11885.468401789049,720.0,12240.0,0.9855705957563873,0.43448872286454887,0.010714285714285714,0.3392857142857143
91,1,3505.4823793928904,11494.51762060711,2880.0,10800.0,0.9562587094386781,0.428873223426368,0.017857142857142856,0.32857142857142857
92,1,3912.2187301897243,11087.781269810275,2160.0,8640.0,0.9275079158005438,0.4179252440920209,0.02857142857142857,0.32857142857142857
93,1,4333.133306338588,10666.866693661412,2160.0,7200.0,0.9384903308970212,0.392125894077804,0.02857142857142857,0.325
94,1,4766.562733941848,10233.437266058152,1440.0,6480.0,0.9141480493837356,0.37084100922934987,0.039285714285714285,0.31785714285714284
95,1,5210.79418280262,9789.20581719738,2160.0,7920.0,0.9026816354574977,0.34997430506784505,0.04642857142857143,0.3107142857142857
96,1,5664.07213520209,9335.92786479791,3600.0,8640.0,0.9188976756522791,0.3431263572276806,0.04642857142857143,0.30357142857142855
97,1,6124.605323369743,8875.394676630258,720.0,10800.0,0.9342398792592284,0.3313766810460899,0.04642857142857143,0.29285714285714287
98,1,6590.573808231019,8409.42619176898,3600.0,10080.0,0.9354934555410496,0.3138526496861926,0.05,0.29642857142857143
99,1,7060.136171458413,7939.863828541587,2160.0,8640.0,0.9137134453183602,0.320158599466525,0.05357142857142857,0.3
