step,action,upstream_demand,downstream_demand,upstream_l,upstream_inflow,upstream_n_onramp1,upstream_n_onramp2,upstream_n_queued,upstream_k,upstream_v,upstream_q,downstream_l,downstream_inflow,downstream_n_onramp1,downstream_n_onramp2,downstream_n_queued,downstream_k,downstream_v,downstream_q,reward,total_reward,episode
46,2,3893.1820729838723,11106.817927016127,4,6,4,2,30,24.5,55.07483759345625,5400.0,4,5,11,12,100,31.5,15.921266105788963,2880.0,-0.6694904636835659,-26.60620538401176,0
47,2,4745.932636678949,10254.06736332105,4,2,5,0,28,26.0,50.06036480416525,5760.0,4,3,12,12,107,32.5,17.695313992673256,3420.0,-0.6792021897999697,-27.285407573811728,0
48,2,5642.130950208347,9357.869049791654,3,2,4,0,25,35.333333333333336,43.776116718276576,5940.0,5,4,13,11,109,29.2,20.554434635817568,3240.0,-0.6967771496441793,-27.98218472345591,0
49,2,6567.638724637396,8432.361275362604,3,3,4,1,20,35.333333333333336,35.14536618485724,4500.0,5,6,14,10,113,31.6,22.99226745126247,4320.0,-0.7212807926933962,-28.703465516149304,0
50,2,7507.855289412921,7492.144710587079,2,3,5,0,19,54.0,31.813186234713893,4860.0,6,4,14,10,118,27.666666666666668,25.765704792235415,3600.0,-0.7185061639102125,-29.421971680059517,0
51,2,8447.947930331735,6552.052069668265,2,2,5,1,28,48.0,25.70468296705381,3780.0,6,7,14,10,123,29.0,26.245871626061525,5220.0,-0.7394655100825233,-30.161437190142042,0
52,2,9373.085888194673,5626.914111805327,2,2,4,0,29,47.0,22.4962823033533,3240.0,6,3,13,9,126,29.0,26.236949278847632,4500.0,-0.7507507570509441,-30.912187947192987,0
53,2,10268.674326618722,4731.325673381278,2,4,6,2,32,43.0,18.839760627786152,2520.0,6,4,13,9,130,28.666666666666668,27.210512152906567,4680.0,-0.755797383554669,-31.667985330747655,0
54,2,11120.58457796656,3879.4154220334403,2,4,7,3,41,43.0,19.416662148140585,2700.0,6,3,12,9,133,28.666666666666668,28.91785776541322,5760.0,-0.7424920744034432,-32.4104774051511,0
55,2,11915.377035068514,3084.6229649314864,2,4,7,4,48,47.0,17.60008439217888,3600.0,6,2,12,8,133,26.666666666666668,28.168074343355975,3780.0,-0.7574291406377256,-33.167906545788824,0
56,2,12640.51317243088,2359.4868275691206,2,4,5,3,57,49.0,12.26857362022271,2520.0,6,4,11,6,133,27.333333333333332,29.35347719377149,5220.0,-0.7703705925740324,-33.93827713836286,0
57,2,13284.553352116143,1715.4466478838567,2,3,6,1,63,52.0,8.748041124142468,2700.0,6,1,10,5,134,26.666666666666668,30.746828003854425,4500.0,-0.7791936076694119,-34.71747074603227,0
58,2,13837.337293739412,1162.6627062605876,2,4,7,2,72,54.0,10.554430940191132,1800.0,6,1,9,4,135,25.666666666666668,32.98933744040009,4140.0,-0.7625863928487688,-35.48005713888104,0
59,2,14290.144361513798,709.8556384862022,2,4,8,2,78,56.0,9.336053442552194,2160.0,6,1,9,4,135,24.333333333333332,36.279542833107385,5760.0,-0.7541685566201736,-36.23422569550121,0
60,1,14635.831139680526,364.16886031947433,1,5,9,2,84,116.0,8.858330885661628,1980.0,7,0,8,4,134,19.714285714285715,39.766870728735206,4680.0,-0.7434884038069997,-36.97771409930821,0
61,2,14868.944125954635,131.05587404536527,1,3,10,3,90,124.0,9.236818253058956,1980.0,7,0,8,6,132,16.857142857142858,41.55801818110927,5040.0,-0.7500325781508181,-37.727746677459024,0
62,2,14985.805765151506,14.19423484849358,1,4,11,3,104,128.0,7.847209329105997,2160.0,7,0,7,6,131,15.714285714285714,44.608685245060414,3960.0,-0.7516219255847809,-38.4793686030438,0
63,2,14984.572465740779,15.42753425922092,1,5,11,3,114,136.0,6.40505109863908,2700.0,7,0,6,5,131,14.0,45.95052382344331,5220.0,-0.7703316972601556,-39.24970030030396,0
64,2,14865.263684067273,134.73631593272694,1,4,11,3,121,140.0,4.659211708855533,1980.0,7,0,6,5,130,11.714285714285714,46.90430628424999,4140.0,-0.7973674434888164,-40.04706774379277,0
65,1,14629.761617410626,370.23838258937394,2,7,12,3,126,74.0,5.453396201280983,2340.0,6,0,5,4,130,12.333333333333334,48.86015459531306,3960.0,-0.8007768433404167,-40.84784458713319,0
66,1,14281.781510725928,718.2184892740715,3,7,12,3,137,59.333333333333336,8.763746399608152,3600.0,5,0,4,3,130,13.2,50.469077147325386,2880.0,-0.7995530348010768,-41.64739762193427,0
67,1,13826.813045501705,1173.1869544982947,4,5,13,6,144,49.0,9.442273053903625,3600.0,4,1,4,3,130,16.0,55.09255845556617,3420.0,-0.7932073361645636,-42.44060495809883,0
68,1,13272.03373537572,1727.9662646242796,5,9,13,1,148,47.2,12.8817532710007,4320.0,3,2,6,3,126,20.666666666666668,50.69527335929241,4680.0,-0.792510042945225,-43.233115001044055,0
69,1,12626.195694766304,2373.804305233696,6,10,12,3,154,41.333333333333336,13.069024827889173,5040.0,2,0,6,4,120,31.0,45.21190991568455,3960.0,-0.8050239815455176,-44.03813898258957,0
70,1,11899.487566840156,3100.5124331598436,6,10,12,0,159,45.666666666666664,14.979928766620889,5040.0,2,0,5,3,119,23.0,27.429119759317082,2160.0,-0.8323050002817903,-44.870443982871365,0
71,1,11103.373789019975,3896.6262109800246,7,5,12,2,161,39.714285714285715,17.409939038841063,4680.0,1,0,5,3,119,44.0,28.313545660556507,1800.0,-0.811001271370736,-45.6814452542421,0
72,1,10250.413731755083,4749.586268244917,7,6,11,0,162,41.714285714285715,20.592032001719815,5580.0,1,0,4,4,121,40.0,28.402797813377855,2160.0,-0.7846691187639369,-46.466114373006036,0
73,1,9354.063563794414,5645.936436205586,7,11,10,1,166,42.57142857142857,21.15268909715116,7200.0,1,0,3,3,126,38.0,28.59685512223626,1620.0,-0.7800541117382136,-47.24616848474425,0
74,1,8428.463969705124,6571.536030294876,7,5,10,1,166,42.857142857142854,22.694254074638664,6840.0,1,0,3,3,137,32.0,25.268366631900463,1620.0,-0.7705763869092647,-48.016744871653515,0
75,1,7488.217068573484,7511.782931426516,7,6,9,0,172,43.42857142857143,25.64037480604353,7560.0,1,0,4,3,143,30.0,25.2550058775611,1620.0,-0.7439423916956867,-48.760687263349205,0
76,1,6548.156053184418,8451.843946815581,7,5,8,1,171,42.857142857142854,26.461167983301653,7380.0,1,0,5,3,149,26.0,22.4639643572429,1980.0,-0.7385762739791776,-49.49926353732838,0
77,1,5623.11118381752,9376.88881618248,7,6,7,0,174,43.142857142857146,28.96470219981661,8460.0,1,0,4,3,155,32.0,22.065958821682052,1260.0,-0.716962552495855,-50.21622608982424,0
78,1,4727.675828305804,10272.324171694196,7,2,7,0,173,40.285714285714285,27.450407032406833,8640.0,1,0,4,3,162,34.0,22.15981652846738,1620.0,-0.7311883371801703,-50.94741442700441,0
79,1,3875.976239273711,11124.02376072629,7,3,5,0,174,37.42857142857143,26.011240306232743,8280.0,1,0,6,3,169,32.0,23.983420752707715,1620.0,-0.7420947474721216,-51.689509174476534,0
80,1,3081.4487005141345,11918.551299485865,7,3,4,0,174,35.142857142857146,25.782505968091602,7380.0,1,0,5,4,183,30.0,17.858756409224686,1620.0,-0.7507877115787219,-52.44029688605526,0
81,1,2356.627558209093,12643.372441790907,7,5,3,0,175,33.714285714285715,25.781666678019327,6840.0,1,0,6,3,194,32.0,21.290883037481052,1260.0,-0.7475454629398525,-53.18784234899511,0
82,1,1712.9474809817584,13287.052519018242,7,3,3,0,175,33.714285714285715,28.430889071418356,6300.0,1,0,6,3,210,34.0,21.902726391830363,1440.0,-0.7239117585860384,-53.91175410758115,0
83,1,1160.56306829517,13839.43693170483,7,0,3,0,173,31.428571428571427,27.49374414600236,5400.0,1,0,6,3,216,36.0,22.71853852741165,1620.0,-0.7317776914411195,-54.64353179902227,0
84,1,708.1886530281795,14291.811346971821,7,0,3,0,172,30.0,27.707582817979798,5940.0,1,0,5,3,227,36.0,20.985898355798057,1620.0,-0.7327607832282729,-55.37629258225054,0
85,1,362.96082547908867,14637.03917452091,7,1,3,0,171,27.714285714285715,26.143750199632038,6120.0,1,0,6,3,241,36.0,21.121115650221235,1440.0,-0.7464240129505835,-56.122716595201126,0
86,1,130.32584759740257,14869.674152402597,7,0,4,0,167,26.285714285714285,25.043465148840646,5220.0,1,0,6,3,256,34.0,20.23988715979496,1260.0,-0.7570571673935915,-56.879773762594716,0
87,1,13.953733579690208,14986.04626642031,7,0,4,0,162,24.857142857142858,22.443332207699,5940.0,1,0,7,3,267,32.0,21.297713025816265,1800.0,-0.7773462805356434,-57.65712004313036,0
88,1,15.68035228118686,14984.319647718814,7,0,3,0,158,24.571428571428573,21.07744281889801,3780.0,1,0,7,4,279,30.0,19.363802143881873,1260.0,-0.7917705827145092,-58.44889062584487,0
89,1,135.4784648266172,14864.521535173382,7,0,3,0,154,24.285714285714285,21.75531141525233,4320.0,1,0,6,3,298,32.0,20.193223296904726,720.0,-0.7849214808864431,-59.233812106731314,0
90,1,371.45815432658185,14628.541845673419,7,1,4,0,149,24.285714285714285,21.059662491313762,3240.0,1,0,6,3,311,30.0,21.867612387852088,900.0,-0.7881914502420548,-60.02200355697337,0
91,1,719.8966409203048,14280.103359079696,7,1,4,0,146,24.571428571428573,23.289775134179568,3600.0,1,0,5,3,335,32.0,24.63119268273401,1260.0,-0.764998064268315,-60.78700162124168,0
92,1,1175.2970117872185,13824.70298821278,7,1,3,0,142,24.857142857142858,24.713895991340372,5220.0,1,0,4,3,351,32.0,23.163167321149132,900.0,-0.7552699389917477,-61.542271560233424,0
93,1,1730.4749396115033,13269.525060388496,7,1,3,0,139,24.857142857142858,24.882981441979034,4140.0,1,0,4,3,375,30.0,23.496893205048277,1080.0,-0.7532085506345196,-62.29548011086794,0
94,1,2376.6720214423535,12623.327978557647,7,4,4,1,134,25.142857142857142,25.09424980914454,4860.0,1,0,5,3,381,28.0,25.86698690441699,1440.0,-0.7479968823660238,-63.043476993233966,0
95,1,3103.6939499331374,11896.306050066862,7,3,3,1,132,25.714285714285715,26.330528136690717,5040.0,1,0,4,3,394,26.0,22.564760705027194,1800.0,-0.7414476289837362,-63.7849246222177,0
96,1,3900.0713371909264,11099.928662809074,7,2,3,0,131,24.857142857142858,27.50102526072649,4860.0,1,0,3,3,408,30.0,23.641382071785678,900.0,-0.7306656932588246,-64.51559031547653,0
97,1,4753.240654103819,10246.759345896182,7,2,4,0,131,24.0,30.211512548822416,5760.0,1,0,4,3,409,30.0,26.16301487773541,1260.0,-0.7040189618922108,-65.21960927736875,0
98,1,5649.742430674351,9350.257569325648,7,4,4,1,131,22.571428571428573,29.27322352073156,4860.0,1,0,5,3,418,28.0,29.5946722871418,1620.0,-0.7067838634238948,-65.92639314079264,0
99,1,6575.433590580872,8424.566409419127,7,6,3,0,130,23.428571428571427,31.083744404775498,5220.0,1,0,5,3,429,24.0,25.236937263850944,2340.0,-0.696626565068319,-66.62301970586095,0
