step,action,upstream_demand,downstream_demand,upstream_l,upstream_inflow,upstream_n_onramp1,upstream_n_onramp2,upstream_n_queued,upstream_k,upstream_v,upstream_q,downstream_l,downstream_inflow,downstream_n_onramp1,downstream_n_onramp2,downstream_n_queued,downstream_k,downstream_v,downstream_q,reward,total_reward,episode
47,1,4745.932636678949,10254.06736332105,3,5,0,0,0,10.0,83.72850215315387,2160.0,5,16,1,0,0,23.2,84.25005850426292,10440.0,-0.15857110608978658,-6.470833376905584,0
48,2,5642.130950208347,9357.869049791654,2,4,0,1,0,16.0,86.85149383686547,3060.0,6,17,1,0,0,18.666666666666668,85.18095375575298,10980.0,-0.14447815115110912,-6.615311528056693,0
49,1,6567.638724637396,8432.361275362604,3,7,0,0,0,14.666666666666666,87.57410493763976,3240.0,5,4,1,0,0,22.0,87.9445441712966,9000.0,-0.12161295609748209,-6.736924484154175,0
50,1,7507.855289412921,7492.144710587079,4,9,1,1,0,13.0,88.05748973727576,4500.0,4,6,0,0,0,24.5,84.10660273292989,8280.0,-0.14523756438896895,-6.882162048543144,0
51,1,8447.947930331735,6552.052069668265,5,7,1,0,0,11.6,89.46003793405104,5580.0,3,4,0,0,0,30.0,75.8257204602748,8100.0,-0.18831101070272355,-7.0704730592458676,0
52,2,9373.085888194673,5626.914111805327,4,9,2,0,0,16.5,90.691438299169,5580.0,4,4,0,1,0,18.0,75.05694911699784,6300.0,-0.17465686491528998,-7.245129924161158,0
53,1,10268.674326618722,4731.325673381278,5,9,0,0,0,14.8,90.646102955304,6840.0,3,5,1,0,0,20.0,77.91576631718682,5940.0,-0.150540477781813,-7.39567040194297,0
54,1,11120.58457796656,3879.4154220334403,6,6,0,0,0,12.333333333333334,91.82676052531228,7200.0,2,2,0,1,0,21.0,79.147242847957,4320.0,-0.12764099323385325,-7.523311395176823,0
55,1,11915.377035068514,3084.6229649314864,7,12,0,1,0,11.428571428571429,92.29823980320938,8100.0,1,3,0,2,0,24.0,73.52623331459523,2520.0,-0.12033761694163105,-7.643649012118455,0
56,2,12640.51317243088,2359.4868275691206,6,15,1,1,0,15.333333333333334,91.64807908325913,8100.0,2,3,1,0,0,10.0,77.8555317994786,2160.0,-0.10814875788844545,-7.7517977700069,0
57,1,13284.553352116143,1715.4466478838567,7,9,0,1,0,13.142857142857142,91.39951741494797,8280.0,1,1,0,0,0,12.0,76.49670367271621,1980.0,-0.10320038016848003,-7.85499815017538,0
58,1,13837.337293739412,1162.6627062605876,7,13,1,1,0,14.857142857142858,90.86374279194607,9900.0,1,4,2,0,0,10.0,81.95433582253332,1620.0,-0.09917784135195404,-7.954175991527334,0
59,1,14290.144361513798,709.8556384862022,7,11,0,1,0,16.857142857142858,91.26929102994042,9540.0,1,0,0,0,0,8.0,86.83645656452205,720.0,-0.09012158777387726,-8.044297579301212,0
60,1,14635.831139680526,364.16886031947433,7,12,1,1,0,16.857142857142858,90.68595519944759,11520.0,1,1,0,0,0,6.0,85.81893871852738,540.0,-0.09549545598016294,-8.139793035281375,0
61,1,14868.944125954635,131.05587404536527,7,20,2,1,0,18.857142857142858,90.00573054180354,12780.0,1,0,0,0,0,4.0,88.73411133968187,360.0,-0.10031670022964732,-8.240109735511023,0
62,1,14985.805765151506,14.19423484849358,7,20,1,2,0,21.142857142857142,87.61989649060453,13320.0,1,0,0,0,0,2.0,92.98782414700221,360.0,-0.12308531140643496,-8.363195046917458,0
63,1,14984.572465740779,15.42753425922092,7,17,1,0,0,21.714285714285715,80.92163924220564,12780.0,1,0,0,0,0,0.0,100.0,180.0,-0.19078360757794358,-8.5539786544954,0
64,1,14865.263684067273,134.73631593272694,7,15,0,3,0,22.571428571428573,79.94714325864147,12780.0,1,0,0,0,0,0.0,100.0,0.0,-0.20052856741358524,-8.754507221908986,0
65,1,14629.761617410626,370.23838258937394,7,10,0,0,0,22.857142857142858,81.21066066296294,12780.0,1,0,0,0,0,0.0,100.0,0.0,-0.18789339337037064,-8.942400615279356,0
66,1,14281.781510725928,718.2184892740715,7,16,0,0,0,23.428571428571427,81.65367768926328,13500.0,1,0,0,0,0,0.0,100.0,0.0,-0.18346322310736723,-9.125863838386723,0
67,1,13826.813045501705,1173.1869544982947,7,19,2,2,0,23.142857142857142,81.95108527218433,14580.0,1,3,0,0,0,6.0,81.65262027667312,540.0,-0.1805957419194108,-9.306459580306134,0
68,1,13272.03373537572,1727.9662646242796,7,8,0,0,0,23.428571428571427,83.36892284634436,13320.0,1,2,0,0,0,10.0,86.16326678830072,900.0,-0.1647048267423287,-9.471164407048462,0
69,1,12626.195694766304,2373.804305233696,7,16,0,0,0,23.142857142857142,85.02086109885965,14040.0,1,2,0,0,0,12.0,87.08269484676339,1080.0,-0.14836943470250433,-9.619533841750966,0
70,2,11899.487566840156,3100.5124331598436,6,11,1,0,0,25.0,84.941978255205,12600.0,2,5,2,1,0,6.0,84.61766011368199,1440.0,-0.1508204531083375,-9.770354294859304,0
71,1,11103.373789019975,3896.6262109800246,7,10,0,1,0,19.142857142857142,87.04128303052612,12060.0,1,4,1,1,0,20.0,86.17370222488356,1620.0,-0.13071389801375516,-9.90106819287306,0
72,2,10250.413731755083,4749.586268244917,6,10,0,1,0,19.333333333333332,87.8838999321073,11160.0,2,7,1,0,0,13.0,87.54453615511783,2880.0,-0.12178237097482324,-10.022850563847884,0
73,2,9354.063563794414,5645.936436205586,5,8,2,0,0,19.6,88.93694513995432,10800.0,3,3,0,0,0,10.666666666666666,88.32222662951608,2520.0,-0.11214370185692019,-10.134994265704805,0
74,1,8428.463969705124,6571.536030294876,6,8,0,0,0,14.666666666666666,90.61086006435848,8640.0,2,7,0,1,0,20.0,88.71479406618718,3780.0,-0.09981660560070055,-10.234810871305505,0
75,2,7488.217068573484,7511.782931426516,5,12,2,0,0,16.8,91.57268587104011,9000.0,3,7,0,1,0,15.333333333333334,87.47165433074137,3960.0,-0.09878448366296368,-10.33359535496847,0
76,2,6548.156053184418,8451.843946815581,5,4,0,0,0,16.0,88.79867263024356,6840.0,3,11,1,1,0,19.333333333333332,80.73685447943335,4500.0,-0.14589627751981013,-10.47949163248828,0
77,2,5623.11118381752,9376.88881618248,4,9,1,0,0,18.5,86.53469614524336,7740.0,4,12,1,0,0,19.5,80.40679769383962,6300.0,-0.1660988332324014,-10.645590465720682,0
78,2,4727.675828305804,10272.324171694196,3,7,1,0,0,24.666666666666668,81.95945017962073,6300.0,5,7,2,1,0,16.4,84.9368432735136,7380.0,-0.16475509860768908,-10.81034556432837,0
79,2,3875.976239273711,11124.02376072629,2,6,0,2,0,30.0,79.59554395407325,5760.0,6,9,1,1,0,14.333333333333334,87.02036510939725,7380.0,-0.16030931255804404,-10.970654876886414,0
80,1,3081.4487005141345,11918.551299485865,3,2,0,0,0,16.0,83.02033403377861,4320.0,5,10,2,0,0,18.8,86.07737782415471,7560.0,-0.14955989090902008,-11.120214767795433,0
81,2,2356.627558209093,12643.372441790907,2,5,0,0,0,24.0,85.62422051879571,4320.0,6,14,2,1,0,16.666666666666668,83.77394088190702,10440.0,-0.15625968425048,-11.276474452045914,0
82,2,1712.9474809817584,13287.052519018242,1,5,0,1,0,34.0,74.70664935330105,3780.0,7,16,2,1,0,15.714285714285714,81.81756759033779,10080.0,-0.1986139921562922,-11.475088444202207,0
83,1,1160.56306829517,13839.43693170483,2,4,0,2,0,15.0,79.184824146185,2160.0,6,16,2,0,1,21.666666666666668,84.52778379989205,9180.0,-0.16474021135178035,-11.639828655553988,0
84,2,708.1886530281795,14291.811346971821,1,1,0,0,0,22.0,80.48362390116318,1800.0,7,10,1,0,0,18.571428571428573,86.91213272958124,11340.0,-0.14018309337689785,-11.780011748930885,0
85,2,362.96082547908867,14637.03917452091,1,1,0,0,0,18.0,83.16326677363489,1980.0,7,14,0,1,0,18.857142857142858,87.67349683795658,12780.0,-0.12867730769762034,-11.908689056628505,0
86,2,130.32584759740257,14869.674152402597,1,1,0,1,0,12.0,86.1791856082693,1440.0,7,15,1,1,0,19.428571428571427,88.92280886631409,12060.0,-0.11299647073527382,-12.021685527363779,0
87,2,13.953733579690208,14986.04626642031,1,0,0,1,0,8.0,72.39205356344797,540.0,7,14,0,0,0,19.428571428571427,88.74580831944375,12240.0,-0.12162733611444906,-12.143312863478227,0
88,2,15.68035228118686,14984.319647718814,1,0,0,0,0,6.0,56.32719118703114,720.0,7,14,0,0,0,19.714285714285715,89.05786892527753,12780.0,-0.12305909313816059,-12.266371956616387,0
89,2,135.4784648266172,14864.521535173382,1,0,0,0,0,4.0,62.937280615148836,360.0,7,15,1,1,0,19.714285714285715,88.9235321064579,13500.0,-0.11808474977804323,-12.384456706394431,0
90,2,371.45815432658185,14628.541845673419,1,0,0,0,0,2.0,74.12416987795217,360.0,7,16,2,0,0,20.285714285714285,88.28932402099568,13320.0,-0.11907414230991037,-12.503530848704342,0
91,2,719.8966409203048,14280.103359079696,1,1,0,0,0,2.0,83.66109604679284,180.0,7,16,1,3,1,20.571428571428573,87.08948040651386,12600.0,-0.12957483762797395,-12.633105686332316,0
92,2,1175.2970117872185,13824.70298821278,1,1,0,0,0,4.0,86.00907496215868,360.0,7,11,1,0,0,20.0,86.56527333787353,11700.0,-0.13450176617007442,-12.767607452502391,0
93,2,1730.4749396115033,13269.525060388496,1,1,0,0,0,4.0,90.0545228630613,540.0,7,17,0,1,0,22.285714285714285,86.30185908649092,14940.0,-0.13604324319094815,-12.903650695693338,0
94,1,2376.6720214423535,12623.327978557647,2,7,3,1,0,3.0,88.63037092922,1260.0,6,15,2,1,0,24.333333333333332,83.17396738326958,13320.0,-0.16610648266232375,-13.069757178355662,0
95,2,3103.6939499331374,11896.306050066862,1,4,1,0,0,18.0,82.95184175087569,1980.0,7,13,0,0,0,20.571428571428573,84.52283332526756,12420.0,-0.15651721294109322,-13.226274391296755,0
96,1,3900.0713371909264,11099.928662809074,2,1,0,1,0,9.0,85.95170421168342,1260.0,6,13,1,0,0,22.666666666666668,86.3629193559015,12240.0,-0.13685144751864242,-13.363125838815398,0
97,1,4753.240654103819,10246.759345896182,3,3,0,0,0,6.666666666666667,89.78704803538878,1980.0,5,11,2,0,0,24.8,77.94615494878845,11340.0,-0.2040927656696151,-13.567218604485014,0
98,2,5649.742430674351,9350.257569325648,2,7,0,0,0,18.0,85.79717333109569,3240.0,6,8,0,1,0,18.666666666666668,78.26689872588226,9540.0,-0.19901412856633385,-13.766232733051348,0
99,1,6575.433590580872,8424.566409419127,3,5,2,0,0,12.0,88.30014966714997,3600.0,5,7,1,1,0,20.0,81.60426471804313,8820.0,-0.16623295148369763,-13.932465684535046,0
1,1,8440.155118516728,6559.844881483272,5,9,0,0,0,3.6,96.56122307628101,1620.0,3,5,0,0,0,3.3333333333333335,90.1052841550375,720.0,-0.05744469395591679,-0.05744469395591679,1
2,2,9365.478492197151,5634.521507802849,4,11,0,1,0,10.0,94.3099547474292,3420.0,4,11,1,0,0,7.0,94.4896967199766,2700.0,-0.05616033852110092,-0.11360503247701771,1
3,1,10261.372359566392,4738.627640433608,5,10,1,0,0,12.0,92.28736130557243,4860.0,3,10,1,2,0,14.0,90.93377904907592,4140.0,-0.08269996094161428,-0.196304993418632,1
4,1,11113.703234586324,3886.2967654136755,6,9,0,0,0,13.666666666666666,90.51848002477186,6840.0,2,4,0,1,0,26.0,85.11883665557167,3780.0,-0.11576903969246118,-0.31207403311109316,1
5,1,11909.024874391896,3090.9751256081036,7,13,1,1,0,13.142857142857142,88.60770181218525,7740.0,1,3,0,0,0,44.0,80.30177481421859,3780.0,-0.14079509863627493,-0.4528691317473681,1
6,2,12634.790405183177,2365.2095948168226,6,12,2,0,0,16.333333333333332,88.97853842735574,9000.0,2,1,0,0,0,19.0,83.36210744760949,3600.0,-0.12590758464043944,-0.5787767163878075,1
7,1,13279.550259807183,1720.4497401928165,7,11,1,0,0,14.571428571428571,89.84781506037297,9000.0,1,2,0,0,0,28.0,83.78475865303922,2520.0,-0.11458074011975854,-0.693357456507566,1
8,1,13833.132804396133,1166.867195603867,7,12,0,0,0,15.428571428571429,89.68204828310634,9540.0,1,1,0,0,0,14.0,81.48678784085098,2340.0,-0.11258391439775436,-0.8059413709053204,1
9,1,14286.804804523636,713.1951954763645,7,15,0,1,0,17.142857142857142,90.3574970205617,10980.0,1,1,0,1,0,14.0,85.71202535382108,1260.0,-0.10127850765515674,-0.9072198785604771,1
10,1,14633.409199389042,366.59080061095847,7,12,0,1,0,16.857142857142858,90.95628402656907,10260.0,1,1,0,1,0,4.0,86.39277955986087,540.0,-0.09193339070700049,-0.9991532692674776,1
11,1,14867.478010525252,132.5219894747479,7,16,1,2,0,18.0,91.02820822879133,11700.0,1,1,0,1,0,6.0,88.3816419943372,360.0,-0.09092090236411138,-1.090074171631589,1
12,1,14985.318603799307,14.681396200692689,7,21,1,1,0,20.857142857142858,90.31638345553588,12780.0,1,0,0,0,0,6.0,89.74435861965678,720.0,-0.09706196472196182,-1.1871361363535509,1
13,1,14985.071943849516,14.928056150483826,7,18,2,0,0,23.428571428571427,88.4961382237064,14940.0,1,0,0,0,0,2.0,90.95411754554213,540.0,-0.11474247567596776,-1.3018786120295187,1
14,1,14866.74192194591,133.25807805409022,7,11,0,1,0,22.571428571428573,85.82797821825979,13500.0,1,0,0,0,0,0.0,100.0,180.0,-0.14172021781740213,-1.443598829846921,1
15,1,14632.195294602152,367.804705397848,7,14,1,2,0,22.0,86.41162703496674,14040.0,1,0,0,0,0,0.0,100.0,0.0,-0.13588372965033257,-1.5794825594972535,1
16,1,14285.132233907363,714.8677660926369,7,19,0,2,0,23.142857142857142,87.26046627135243,14400.0,1,0,0,0,0,0.0,100.0,0.0,-0.12739533728647573,-1.7068778967837293,1
17,1,13831.027954171343,1168.9720458286574,7,11,2,0,0,20.857142857142858,88.88197871059559,14040.0,1,3,0,0,0,6.0,80.9454277891651,540.0,-0.11431306194197717,-1.8211909587257065,1
18,1,13277.046335772406,1722.9536642275943,7,13,0,1,0,20.0,89.05155046747718,12780.0,1,1,0,0,0,8.0,85.55072438812547,720.0,-0.11137683374649938,-1.9325677924722058,1
19,1,12631.92690886496,2368.07309113504,7,22,1,1,0,21.428571428571427,89.23239430779668,14040.0,1,3,1,1,0,10.0,86.95939273684117,720.0,-0.10909668290388026,-2.041664475376086,1
20,2,11905.846979874697,3094.1530201253026,6,12,0,2,0,24.666666666666668,86.69182262086589,12060.0,2,3,2,0,0,8.0,81.01992520499084,1800.0,-0.1386153322458533,-2.180279807621939,1
21,1,11110.261075853006,3889.7389241469937,7,13,0,0,0,20.857142857142858,87.24851285832018,13680.0,1,4,0,1,0,28.0,82.55072411343443,1980.0,-0.13507453146603965,-2.3153543390879787,1
22,2,10257.720239592083,4742.279760407917,6,14,0,1,0,24.333333333333332,88.05182982799342,14040.0,2,6,1,1,0,14.0,83.88015144412864,2700.0,-0.1261947473952506,-2.441549086483229,1
23,2,9361.674026273733,5638.325973726267,5,7,1,0,0,26.4,79.31474467851791,11880.0,3,4,1,0,0,12.0,87.46803385797506,2880.0,-0.18938121925884133,-2.6309303057420705,1
24,1,8436.258325322722,6563.741674677278,6,7,1,0,0,18.666666666666668,82.70769788200744,9900.0,2,8,1,2,0,20.0,88.40424499415812,4140.0,-0.15793210772689747,-2.788862413468968,1
25,2,7496.072354754966,7503.927645245034,5,8,1,0,0,18.8,86.37885290133597,9000.0,3,8,1,0,0,16.666666666666668,87.48147780300056,4500.0,-0.13238291230030483,-2.9212453257692728,1
26,2,6555.948346124064,8444.051653875937,5,4,0,0,0,15.6,85.61526025217029,7920.0,3,15,2,1,0,21.333333333333332,87.89110980379765,6480.0,-0.13359004738645552,-3.0548353731557283,1
27,2,5630.71755348146,9369.28244651854,4,9,0,0,0,17.5,85.70564367904811,6840.0,4,5,0,2,0,16.5,88.9794745558247,6120.0,-0.12705585454280907,-3.181891227698537,1
28,2,4734.9762777576025,10265.023722242397,3,6,0,0,0,22.0,86.96995656907468,5400.0,5,8,0,0,0,14.4,89.19325832046854,6300.0,-0.11870059908458956,-3.3005918267831267,1
29,2,3882.855597727913,11117.144402272086,2,1,1,0,0,24.0,85.39970405920019,5220.0,6,14,2,0,0,13.666666666666666,89.51019158935867,7560.0,-0.12007526883315223,-3.420667095616279,1
30,1,3087.798440253101,11912.2015597469,3,2,0,0,0,14.666666666666666,88.356064002385,3960.0,5,19,2,1,0,20.0,88.54505758928467,9720.0,-0.115126904511569,-3.5357940001278476,1
31,2,2362.347506699875,12637.652493300126,2,5,0,0,0,23.0,87.00657652551575,3780.0,6,9,1,2,0,16.333333333333332,89.97853702893686,9360.0,-0.10970839242989343,-3.645502392557741,1
32,2,1717.9474011828156,13282.052598817185,1,4,0,1,0,30.0,75.01576844428523,4140.0,7,13,0,0,0,15.428571428571429,88.29382370176683,8820.0,-0.14592710049859606,-3.791429493056337,1
33,1,1164.7640822222515,13835.235917777749,2,2,0,1,0,13.0,79.60469198305736,3060.0,6,13,0,1,0,19.666666666666668,88.68481932184352,10620.0,-0.1295464811432619,-3.920975974199599,1
34,2,711.5244861214928,14288.475513878508,1,0,0,0,0,8.0,82.78643657608706,1260.0,7,15,1,1,0,17.142857142857142,88.44750421108874,10800.0,-0.11906312516098864,-4.0400390993605875,1
35,2,365.37885214070866,14634.621147859292,1,0,0,0,0,8.0,88.724426551734,360.0,7,20,2,0,0,18.285714285714285,88.50291792882621,12960.0,-0.11484052152179217,-4.1548796208823795,1
36,2,131.78792140473433,14868.212078595265,1,0,0,0,0,2.0,84.27637305736509,720.0,7,12,1,0,0,19.142857142857142,87.21401647123763,10980.0,-0.12829184167201674,-4.283171462554396,1
37,2,14.436789077668655,14985.563210922332,1,0,0,0,0,0.0,100.0,180.0,7,9,0,0,0,18.0,86.89249766516593,11340.0,-0.13107502334834067,-4.414246485902737,1
38,2,15.17676885939595,14984.823231140605,1,0,0,0,0,0.0,100.0,0.0,7,19,1,1,0,19.714285714285715,85.69284113135645,12060.0,-0.14307158868643555,-4.557318074589173,1
39,2,133.99618694089176,14866.003813059107,1,0,0,0,0,0.0,100.0,0.0,7,14,1,2,0,18.857142857142858,86.55165440930955,12240.0,-0.1344834559069045,-4.691801530496077,1
40,2,369.02056616846926,14630.979433831531,1,1,0,0,0,2.0,99.98923951443109,180.0,7,16,2,0,0,19.428571428571427,87.36595614678265,11880.0,-0.12451097717454346,-4.816312507670621,1
