step,action,upstream_demand,downstream_demand,upstream_l,upstream_inflow,upstream_n_onramp1,upstream_n_onramp2,upstream_n_queued,upstream_k,upstream_v,upstream_q,downstream_l,downstream_inflow,downstream_n_onramp1,downstream_n_onramp2,downstream_n_queued,downstream_k,downstream_v,downstream_q,reward,total_reward,episode
51,2,8447.947930331735,6552.052069668265,1,9,1,2,0,50.0,79.15884142900696,4680.0,7,8,0,1,0,18.285714285714285,84.90919756836973,10980.0,-0.16706071010102946,-8.258228458826137,0
52,1,9373.085888194673,5626.914111805327,2,5,1,1,0,26.0,81.5498876876014,4320.0,6,10,0,0,0,20.0,81.91835088712101,10440.0,-0.18193044963896554,-8.440158908465103,0
53,1,10268.674326618722,4731.325673381278,3,11,1,2,0,18.666666666666668,83.39517554042285,4500.0,5,2,0,0,0,18.4,82.23640429261148,8280.0,-0.17325141721730175,-8.613410325682404,0
54,1,11120.58457796656,3879.4154220334403,4,10,2,0,0,16.5,83.56017699416942,7020.0,4,0,0,0,0,17.5,81.75881346172923,6480.0,-0.17366995412233607,-8.787080279804739,0
55,1,11915.377035068514,3084.6229649314864,5,12,2,1,0,16.4,85.54800387110177,7200.0,3,1,0,0,0,18.0,82.85826447500656,5400.0,-0.15519980889112503,-8.942280088695863,0
56,2,12640.51317243088,2359.4868275691206,4,13,0,0,0,23.5,86.99217633168402,7740.0,4,6,0,0,0,13.5,86.79208771329067,4320.0,-0.1308082897502706,-9.073088378446133,0
57,1,13284.553352116143,1715.4466478838567,5,14,0,1,0,23.6,88.13594035400416,9360.0,3,2,0,0,0,12.666666666666666,88.9355230931115,4680.0,-0.11669289491597894,-9.189781273362112,0
58,1,13837.337293739412,1162.6627062605876,6,15,0,0,0,22.0,87.45306118279754,12060.0,2,2,0,0,0,7.0,79.5661197866158,2880.0,-0.13303220868891116,-9.322813482051023,0
59,1,14290.144361513798,709.8556384862022,7,20,2,2,0,21.714285714285715,88.13886626643087,12780.0,1,1,0,1,0,6.0,65.18756655068087,720.0,-0.12732702077205219,-9.450140502823075,0
60,1,14635.831139680526,364.16886031947433,7,15,1,2,0,22.857142857142858,85.47896352415032,13320.0,1,1,0,0,0,8.0,65.71531664673945,720.0,-0.15462162517631142,-9.604762127999386,0
61,1,14868.944125954635,131.05587404536527,7,13,0,0,0,22.857142857142858,85.20107817544024,14220.0,1,0,0,0,0,8.0,73.49907408890911,720.0,-0.15356160114394568,-9.758323729143331,0
62,1,14985.805765151506,14.19423484849358,7,16,0,2,0,22.285714285714285,85.71513552182071,15300.0,1,0,0,0,0,2.0,78.65830166844765,360.0,-0.14374191488981466,-9.902065644033145,0
63,1,14984.572465740779,15.42753425922092,7,13,2,0,0,19.714285714285715,87.1390979400715,12600.0,1,0,0,0,0,2.0,86.31610725232501,180.0,-0.12872659069753453,-10.03079223473068,0
64,1,14865.263684067273,134.73631593272694,7,10,2,1,0,18.857142857142858,88.832689533882,11700.0,1,0,0,0,0,2.0,91.6222960070563,180.0,-0.11125674548607932,-10.142048980216758,0
65,1,14629.761617410626,370.23838258937394,7,22,1,2,0,19.428571428571427,88.3544517150457,14040.0,1,0,0,0,0,0.0,100.0,180.0,-0.11645548284954302,-10.258504463066302,0
66,1,14281.781510725928,718.2184892740715,7,15,3,1,0,20.0,87.58597715795722,12240.0,1,1,0,0,0,2.0,82.74933293764747,180.0,-0.12482144591624604,-10.383325908982549,0
67,1,13826.813045501705,1173.1869544982947,7,10,0,2,0,18.285714285714285,84.5557819077344,12960.0,1,1,0,0,0,4.0,86.38425937634014,360.0,-0.1538880968412603,-10.53721400582381,0
68,1,13272.03373537572,1727.9662646242796,7,6,0,1,0,17.142857142857142,85.64225533827765,10080.0,1,2,0,0,0,6.0,91.80016549391037,540.0,-0.14064510844787448,-10.677859114271683,0
69,1,12626.195694766304,2373.804305233696,7,12,0,0,0,16.857142857142858,87.19743057534274,10800.0,1,3,0,0,0,10.0,83.19940107589554,720.0,-0.13114915479301573,-10.8090082690647,0
70,1,11899.487566840156,3100.5124331598436,7,12,1,1,0,14.285714285714286,87.8403751707234,9900.0,1,0,0,0,0,10.0,87.12355117888917,900.0,-0.12224790646716087,-10.93125617553186,0
71,1,11103.373789019975,3896.6262109800246,7,14,1,0,0,15.428571428571429,88.88453460016089,9900.0,1,5,1,0,0,12.0,83.01222120855083,1440.0,-0.11702696739000118,-11.048283142921862,0
72,1,10250.413731755083,4749.586268244917,7,9,1,1,0,14.857142857142858,90.53479071005644,9540.0,1,3,0,2,0,12.0,86.62977292641487,1980.0,-0.09869176646872006,-11.146974909390583,0
73,2,9354.063563794414,5645.936436205586,6,12,0,0,0,18.666666666666668,88.90862483045326,10080.0,2,7,2,2,0,9.0,77.62835511260238,2160.0,-0.12653258668941475,-11.273507496079997,0
74,1,8428.463969705124,6571.536030294876,7,9,0,1,0,15.714285714285714,90.72230528672996,9360.0,1,7,2,0,0,32.0,58.6267671024684,2520.0,-0.16510492050568415,-11.43861241658568,0
75,2,7488.217068573484,7511.782931426516,6,5,0,1,0,15.333333333333334,91.8750420783957,9180.0,2,10,1,2,1,24.0,56.640658272609244,3240.0,-0.20205318083588225,-11.640665597421563,0
76,1,6548.156053184418,8451.843946815581,6,2,0,0,0,11.333333333333334,92.80682956214599,7200.0,2,6,3,3,0,30.0,49.26675886039209,4140.0,-0.2760257857930115,-11.916691383214575,0
77,2,5623.11118381752,9376.88881618248,6,4,0,0,0,9.666666666666666,94.53292437617866,6660.0,2,6,4,3,2,35.0,43.885662137229126,4500.0,-0.33164797160746873,-12.248339354822043,0
78,2,4727.675828305804,10272.324171694196,6,6,0,0,0,7.333333333333333,95.57741425139525,5580.0,2,4,7,4,2,38.0,37.25673701772049,5580.0,-0.41359014663265425,-12.661929501454697,0
79,2,3875.976239273711,11124.02376072629,6,2,0,0,0,6.0,95.65030121213012,3960.0,2,6,9,2,8,42.0,31.763566943088108,4500.0,-0.4907041277619929,-13.15263362921669,0
80,2,3081.4487005141345,11918.551299485865,6,2,0,0,0,5.0,96.83103465514665,3420.0,2,3,9,2,15,44.0,23.677599841153395,3240.0,-0.5772406927393307,-13.72987432195602,0
81,2,2356.627558209093,12643.372441790907,6,6,1,1,0,5.666666666666667,95.1198025020368,3420.0,2,4,9,2,21,49.0,19.58988354940142,3600.0,-0.6095544035673796,-14.3394287255234,0
82,2,1712.9474809817584,13287.052519018242,7,5,1,0,0,5.142857142857143,94.86200080192685,3420.0,1,4,8,2,29,104.0,15.04551010305302,2880.0,-0.6443024943152228,-14.983731219838623,0
83,2,1160.56306829517,13839.43693170483,6,1,0,0,0,4.666666666666667,94.25171303627795,3060.0,2,3,8,2,33,51.0,12.957562734222629,2340.0,-0.6953292796995006,-15.679060499538123,0
84,2,708.1886530281795,14291.811346971821,5,0,0,0,0,4.4,95.4090609869654,1980.0,3,4,5,1,40,36.666666666666664,15.92207739196313,2880.0,-0.7083009200886983,-16.38736141962682,0
85,2,362.96082547908867,14637.03917452091,4,1,0,0,0,4.5,96.29066514326604,2160.0,4,8,4,4,47,29.0,19.936550031323375,3780.0,-0.6980692704319179,-17.08543069005874,0
86,2,130.32584759740257,14869.674152402597,3,0,0,0,0,4.666666666666667,87.37057060491408,1260.0,5,8,4,0,51,28.4,24.66268661419319,3960.0,-0.6970968277125493,-17.78252751777129,0
87,2,13.953733579690208,14986.04626642031,2,0,0,0,0,1.0,87.18809817380937,900.0,6,11,4,2,55,26.333333333333332,27.033475350721503,4500.0,-0.722145918639899,-18.50467343641119,0
88,2,15.68035228118686,14984.319647718814,1,0,0,0,0,0.0,100.0,180.0,7,9,3,0,57,25.714285714285715,33.28095947963943,5580.0,-0.6671904052036058,-19.171863841614794,0
89,2,135.4784648266172,14864.521535173382,1,0,0,0,0,0.0,100.0,0.0,7,17,4,0,58,29.428571428571427,38.746334608340774,8460.0,-0.6125366539165923,-19.784400495531386,0
90,2,371.45815432658185,14628.541845673419,1,0,0,0,0,0.0,100.0,0.0,7,10,3,1,63,32.57142857142857,44.12512570998041,8460.0,-0.5587487429001959,-20.343149238431582,0
91,2,719.8966409203048,14280.103359079696,1,2,1,0,0,2.0,99.9489920772326,360.0,7,8,3,0,67,32.285714285714285,45.94700006718816,11340.0,-0.535792982485132,-20.878942220916713,0
92,2,1175.2970117872185,13824.70298821278,1,1,1,0,0,4.0,87.24227525369906,180.0,7,13,4,2,70,31.714285714285715,47.525227559205305,10800.0,-0.5177181584443198,-21.396660379361034,0
93,2,1730.4749396115033,13269.525060388496,1,2,1,0,0,4.0,83.43111685961385,720.0,7,12,3,1,72,33.42857142857143,45.037351592044544,11880.0,-0.5431737504211396,-21.939834129782174,0
94,2,2376.6720214423535,12623.327978557647,1,4,1,0,0,10.0,85.55742982843185,1080.0,7,9,3,0,74,33.142857142857146,47.4086209022292,10440.0,-0.5101498203470457,-22.44998395012922,0
95,2,3103.6939499331374,11896.306050066862,1,1,0,1,0,10.0,89.23546755040152,1080.0,7,12,3,0,75,33.42857142857143,47.637348733351686,12960.0,-0.5065781033152331,-22.956562053444454,0
96,2,3900.0713371909264,11099.928662809074,1,4,0,1,0,12.0,84.46179593063295,1440.0,7,4,4,1,76,31.428571428571427,46.300113297026186,11340.0,-0.5172600656675278,-23.473822119111983,0
97,1,4753.240654103819,10246.759345896182,2,3,0,0,0,10.0,86.07508928910073,1440.0,6,7,4,1,75,34.666666666666664,42.27585360144793,11520.0,-0.5388210818033692,-24.012643200915353,0
98,2,5649.742430674351,9350.257569325648,1,6,0,1,0,24.0,83.22386491281839,2700.0,7,7,3,1,75,27.714285714285715,41.68034137417665,10080.0,-0.5374605970413803,-24.550103797956734,0
99,1,6575.433590580872,8424.566409419127,1,10,2,1,0,24.0,80.10993330291045,3060.0,7,2,3,0,73,26.857142857142858,43.42758128171537,9000.0,-0.5241969962154557,-25.07430079417219,0
